1,"	2.05	 ",-70.02,,,2.05,4.14,8.35,12.25,14.26,16.38
1,"	2.00	 ",-69.92,,,2,4.19,8.24,12.23,14.34,16.4
1,"	2.03	 ",-70.27,,,2.03,4.17,8.27,12.21,14.34,16.39
1,"	2.05	 ",-70.21,,,2.05,4.13,8.29,12.39,14.37,16.41
1,"	2.03	 ",-70.16,,,2.03,4.17,8.28,12.22,14.33,16.42
1,"	2.00	 ",-70.69,,,2,4.21,8.29,12.25,14.37,16.36
1,"	2.02	 ",-70.13,,,2.02,4.19,8.35,12.27,14.36,16.37
1,"	2.00	 ",-70.54,,,2,4.19,8.32,12.34,14.34,16.43
1,"	2.00	 ",-69.37,,,2,4.14,8.3,12.31,14.38,16.36
1,"	2.08	 ",-70.38,,,2.08,4.14,8.4,12.3,14.33,16.37
1,"	2.07	 ",-70.04,,,2.07,4.21,8.4,12.32,14.32,16.36
1,"	2.01	 ",-70.24,,,2.01,4.18,8.29,12.27,14.36,16.39
1,"	1.99	 ",-69.77,,,1.99,4.11,8.31,12.27,14.46,16.4
1,"	2.00	 ",-70.1,,,2,4.12,8.28,12.19,14.39,16.32
1,"	2.05	 ",-69.96,,,2.05,4.13,8.34,12.39,14.36,16.39
1,"	2.02	 ",-69.91,,,2.02,4.2,8.34,12.37,14.3,16.34
1,"	2.07	 ",-70.63,,,2.07,4.17,8.3,12.43,14.38,16.37
1,"	2.03	 ",-70.48,,,2.03,4.19,8.42,12.26,14.35,16.38
1,"	2.01	 ",-70.03,,,2.01,4.14,8.23,12.24,14.46,16.42
1,"	2.07	 ",-70.88,,,2.07,4.19,8.18,12.33,14.38,16.43
1,"	2.02	 ",-69.45,,,2.02,4.23,8.32,12.23,14.38,16.31
1,"	2.10	 ",-70.28,,,2.1,4.19,8.36,12.35,14.35,16.42
1,"	1.97	 ",-70.2,,,1.97,4.18,8.39,12.24,14.57,16.34
1,"	2.00	 ",-69.94,,,2,4.12,8.46,12.4,14.49,16.5
1,"	2.00	 ",-70.26,,,2,4.17,8.45,12.21,14.64,16.54
1,"	1.99	 ",-70.03,,,1.99,4.14,8.39,12.39,14.46,16.51
1,"	2.04	 ",-70.32,,,2.04,4.13,8.33,12.32,14.44,16.4
1,"	2.04	 ",-69.78,,,2.04,4.14,8.41,12.3,14.38,16.38
1,"	1.98	 ",-70.19,,,1.98,4.18,8.32,12.31,14.31,16.37
1,"	1.99	 ",-70.03,,,1.99,4.13,8.29,12.19,14.43,16.39
1,"	2.01	 ",-69.11,,,2.01,4.17,8.28,12.39,14.43,16.38
1,"	2.04	 ",-69.82,,,2.04,4.19,8.28,12.25,14.38,16.4
1,"	2.04	 ",-69.45,,,2.04,4.22,8.32,12.23,14.34,16.39
1,"	2.05	 ",-69.85,,,2.05,4.13,8.23,12.46,14.31,16.36
1,"	2.05	 ",-69.77,,,2.05,4.2,8.24,12.34,14.4,16.37
1,"	2.02	 ",-70.41,,,2.02,4.23,8.33,12.26,14.38,16.35
1,"	2.05	 ",-69.12,,,2.05,4.15,8.26,12.43,14.45,16.34
1,"	2.06	 ",-69.78,,,2.06,4.16,8.27,12.38,14.39,16.36
1,"	2.04	 ",-70.02,,,2.04,4.2,8.25,12.33,14.46,16.43
1,"	2.00	 ",-70.09,,,2,4.2,8.26,12.26,14.46,16.36
1,"	2.01	 ",-70.12,,,2.01,4.19,8.37,12.19,14.31,16.41
1,"	2.04	 ",-70.74,,,2.04,4.18,8.34,12.43,14.39,16.34
1,"	2.07	 ",-70.45,,,2.07,4.21,8.3,12.17,14.33,16.38
1,"	2.04	 ",-69.16,,,2.04,4.15,8.33,12.3,14.44,16.45
1,"	2.00	 ",-70.03,,,2,4.12,8.38,12.48,14.43,16.36
1,"	2.03	 ",-70.65,,,2.03,4.13,8.23,12.23,14.38,16.37
1,"	2.00	 ",-69.28,,,2,4.2,8.22,12.35,14.46,16.34
1,"	2.03	 ",-69.93,,,2.03,4.11,8.28,12.41,14.4,16.41
1,"	2.05	 ",-69.57,,,2.05,4.16,8.19,12.52,14.35,16.31
1,"	2.03	 ",-70.46,,,2.03,4.19,8.17,12.41,14.34,16.4
1,"	2.07	 ",-70.68,,,2.07,4.21,8.17,12.33,14.49,16.39
1,"	1.99	 ",-68.68,,,1.99,4.2,8.14,12.42,14.45,16.35
1,"	2.04	 ",-71.28,,,2.04,4.13,8.19,12.34,14.39,16.45
1,"	2.06	 ",-69.1,,,2.06,4.13,8.17,12.48,14.42,16.46
1,"	2.01	 ",-69.89,,,2.01,4.12,8.13,12.38,14.41,16.55
1,"	2.10	 ",-69.16,,,2.1,4.19,8.17,12.39,14.39,16.22
1,"	2.01	 ",-68.91,,,2.01,4.26,8.18,12.34,14.38,16.23
1,"	1.97	 ",-69.82,,,1.97,4.23,8.22,12.22,14.35,16.31
1,"	2.04	 ",-69.29,,,2.04,4.13,8.19,12.27,14.38,16.29
1,"	2.05	 ",-70.36,,,2.05,4.19,8.16,12.34,14.37,16.27
1,"	2.02	 ",-70.97,,,2.02,4.17,8.2,12.33,14.31,16.3
1,"	2.02	 ",-69.67,,,2.02,4.12,8.23,12.29,14.47,16.23
1,"	2.06	 ",-69.05,,,2.06,4.15,8.22,12.29,14.46,16.32
1,"	2.06	 ",-69.44,,,2.06,4.12,8.22,12.44,14.36,16.34
1,"	2.01	 ",-70.09,,,2.01,4.2,8.25,12.51,14.37,16.23
1,"	2.05	 ",-70,,,2.05,4.25,8.22,12.37,14.38,16.32
1,"	2.08	 ",-70.05,,,2.08,4.24,8.25,12.33,14.45,16.36
1,"	2.11	 ",-69.78,,,2.11,4.15,8.24,12.31,14.38,16.24
1,"	2.05	 ",-69.39,,,2.05,4.14,8.29,12.35,14.32,16.29
1,"	1.96	 ",-69.68,,,1.96,4.15,8.22,12.41,14.38,16.27
1,"	2.01	 ",-70.57,,,2.01,4.15,8.19,12.29,14.34,16.28
1,"	2.04	 ",-70.31,,,2.04,4.18,8.22,12.41,14.35,16.42
1,"	2.07	 ",-69.88,,,2.07,4.19,8.36,12.33,14.38,16.31
1,"	2.05	 ",-69.61,,,2.05,4.22,8.23,12.42,14.42,16.23
1,"	2.05	 ",-69.41,,,2.05,4.21,8.25,12.25,14.38,16.23
1,"	2.01	 ",-69.78,,,2.01,4.2,8.31,12.34,14.43,16.3
1,"	2.05	 ",-70.35,,,2.05,4.18,8.2,12.32,14.36,16.3
1,"	2.05	 ",-70.01,,,2.05,4.21,8.27,12.43,14.33,16.34
1,"	1.99	 ",-70.3,,,1.99,4.18,8.25,12.4,14.37,16.38
1,"	2.05	 ",-70.03,,,2.05,4.24,8.26,12.34,14.31,16.59
1,"	2.05	 ",-70.37,,,2.05,4.21,8.29,12.42,14.34,16.26
1,"	2.02	 ",-69.91,,,2.02,4.22,8.31,12.3,14.47,16.35
1,"	2.07	 ",-70.13,,,2.07,4.22,8.25,12.38,14.37,16.35
1,"	1.98	 ",-69.65,,,1.98,4.19,8.22,12.35,14.41,16.38
1,"	2.04	 ",-70.88,,,2.04,4.24,8.27,12.35,14.33,16.17
1,"	2.02	 ",-70.59,,,2.02,4.25,8.32,12.33,14.34,16.32
1,"	1.99	 ",-70.01,,,1.99,4.2,8.33,12.39,14.31,16.37
1,"	2.04	 ",-69.58,,,2.04,4.14,8.26,12.37,14.41,16.36
1,"	2.07	 ",-69.97,,,2.07,4.14,8.22,12.37,14.36,16.28
1,"	2.05	 ",-69.75,,,2.05,4.18,8.24,12.25,14.36,16.39
1,"	2.05	 ",-69.75,,,2.05,4.18,8.18,12.36,14.38,16.37
1,"	2.04	 ",-69.74,,,2.04,4.2,8.27,12.34,14.41,16.28
1,"	2.06	 ",-70.29,,,2.06,4.26,8.26,12.28,14.39,16.36
1,"	1.97	 ",-70.25,,,1.97,4.23,8.22,12.4,14.31,16.29
1,"	2.06	 ",-69.6,,,2.06,4.11,8.27,12.4,14.34,16.54
1,"	2.03	 ",-69.91,,,2.03,4.19,8.32,12.37,14.41,16.39
1,"	2.00	 ",-69.62,,,2,4.21,8.14,12.29,14.42,16.36
1,"	2.04	 ",-69.74,,,2.04,4.15,8.24,12.28,14.34,16.3
1,"	2.03	 ",-70.04,,,2.03,4.22,8.26,12.41,14.34,16.56
1,"	2.04	 ",-69.93,,,2.04,4.19,8.29,12.37,14.4,16.32
1,"	2.06	 ",-70.18,,,2.06,4.17,8.27,12.38,14.41,16.3
1,"	2.07	 ",-70.47,,,2.07,4.15,8.29,12.34,14.42,16.61
1,"	2.05	 ",-70.59,,,2.05,4.17,8.22,12.47,14.37,16.44
1,"	2.05	 ",-70.03,,,2.05,4.26,8.43,12.45,14.39,16.47
1,"	2.05	 ",-70.16,,,2.05,4.24,8.33,12.44,14.4,16.34
1,"	2.10	 ",-70.01,,,2.1,4.21,8.23,12.35,14.36,16.36
1,"	2.05	 ",-70.42,,,2.05,4.13,8.31,12.52,14.34,16.28
1,"	2.02	 ",-69.76,,,2.02,4.15,8.25,12.28,14.34,16.37
1,"	2.04	 ",-69.97,,,2.04,4.21,8.19,12.3,14.33,16.37
1,"	2.03	 ",-69.88,,,2.03,4.26,8.22,12.35,14.38,16.22
1,"	2.04	 ",-69.43,,,2.04,4.18,8.29,12.3,14.42,16.29
1,"	2.02	 ",-69.45,,,2.02,4.17,8.31,12.31,14.4,16.29
1,"	2.01	 ",-70.51,,,2.01,4.2,8.29,12.38,14.38,16.25
1,"	2.01	 ",-69.99,,,2.01,4.2,8.29,12.22,14.38,16.29
1,"	2.05	 ",-70.38,,,2.05,4.25,8.32,12.35,14.35,16.29
1,"	2.04	 ",-69.95,,,2.04,4.12,8.3,12.45,14.37,16.37
1,"	2.06	 ",-69.2,,,2.06,4.14,8.26,12.49,14.42,16.38
1,"	2.05	 ",-70.32,,,2.05,4.16,8.16,12.44,14.36,16.34
1,"	2.00	 ",-70.02,,,2,4.25,8.22,12.29,14.38,16.31
1,"	2.04	 ",-69.31,,,2.04,4.13,8.37,12.3,14.37,16.3
1,"	2.07	 ",-70.37,,,2.07,4.15,8.3,12.26,14.35,16.34
1,"	2.09	 ",-69.81,,,2.09,4.19,8.29,12.44,14.36,16.36
1,"	2.04	 ",-70.05,,,2.04,4.21,8.26,12.25,14.42,16.32
1,"	2.06	 ",-69.95,,,2.06,4.15,8.38,12.48,14.41,16.37
1,"	2.06	 ",-70.02,,,2.06,4.16,8.32,12.33,14.41,16.4
1,"	2.05	 ",-69.92,,,2.05,4.26,8.31,12.42,14.37,16.34
1,"	2.02	 ",-69.74,,,2.02,4.15,8.35,12.48,14.37,16.34
1,"	2.04	 ",-69.92,,,2.04,4.24,8.26,12.37,14.4,16.39
1,"	2.01	 ",-69.85,,,2.01,4.18,8.3,12.31,14.39,16.35
1,"	2.05	 ",-69.58,,,2.05,4.24,8.24,12.45,14.43,16.43
1,"	2.04	 ",-70.3,,,2.04,4.17,8.28,12.3,14.46,16.37
1,"	2.00	 ",-70.47,,,2,4.16,8.3,12.46,14.43,16.28
1,"	2.09	 ",-69.65,,,2.09,4.18,8.26,12.36,14.39,16.36
1,"	2.00	 ",-69.86,,,2,4.18,8.32,12.31,14.4,16.28
1,"	2.02	 ",-70.13,,,2.02,4.16,8.31,12.38,14.38,16.47
1,"	2.03	 ",-70.32,,,2.03,4.16,8.36,12.3,14.36,16.41
1,"	2.07	 ",-69.74,,,2.07,4.22,8.34,12.33,14.4,16.36
1,"	2.05	 ",-70.19,,,2.05,4.19,8.38,12.12,14.34,16.36
1,"	2.00	 ",-70.11,,,2,4.28,8.17,12.42,14.33,16.36
1,"	1.98	 ",-69.95,,,1.98,4.19,8.28,12.39,14.38,16.37
1,"	2.06	 ",-70.02,,,2.06,4.2,8.31,12.26,14.38,16.36
1,"	2.04	 ",-70.04,,,2.04,4.21,8.28,12.45,14.25,16.37
1,"	2.02	 ",-69.73,,,2.02,4.19,8.36,12.25,14.4,16.37
1,"	2.02	 ",-69.95,,,2.02,4.17,8.35,12.45,14.48,16.29
1,"	2.03	 ",-69.77,,,2.03,4.2,8.29,12.46,14.43,16.34
1,"	2.03	 ",-70.05,,,2.03,4.22,8.33,12.25,14.34,16.4
1,"	2.02	 ",-70.02,,,2.02,4.2,8.34,12.32,14.4,16.39
1,"	2.02	 ",-69.6,,,2.02,4.17,8.22,12.36,14.37,16.29
1,"	2.02	 ",-69.83,,,2.02,4.2,8.37,12.31,14.43,16.41
1,"	2.04	 ",-69.83,,,2.04,4.18,8.37,12.35,14.32,16.28
1,"	2.06	 ",-70.16,,,2.06,4.16,8.45,12.41,14.36,16.31
1,"	2.06	 ",-70.03,,,2.06,4.19,8.22,12.38,14.39,16.29
1,"	2.09	 ",-70.4,,,2.09,4.22,8.36,12.45,14.33,16.32
1,"	2.06	 ",-69.86,,,2.06,4.21,8.26,12.33,14.4,16.29
1,"	2.02	 ",-70.57,,,2.02,4.2,8.27,12.32,14.38,16.33
1,"	2.06	 ",-69.93,,,2.06,4.16,8.23,12.29,14.41,16.29
1,"	2.03	 ",-69.71,,,2.03,4.19,8.26,12.26,14.38,16.3
1,"	2.01	 ",-69.91,,,2.01,4.13,8.34,12.37,14.33,16.37
1,"	2.06	 ",-69.87,,,2.06,4.2,8.28,12.41,14.37,16.36
1,"	2.03	 ",-69.9,,,2.03,4.22,8.36,12.38,14.42,16.31
1,"	2.02	 ",-69.9,,,2.02,4.2,8.24,12.49,14.35,16.29
1,"	2.08	 ",-70.04,,,2.08,4.19,8.31,12.41,14.37,16.37
1,"	2.04	 ",-69.63,,,2.04,4.19,8.36,12.42,14.39,16.34
1,"	2.03	 ",-69.95,,,2.03,4.26,8.3,12.31,14.34,16.3
1,"	2.02	 ",-70.38,,,2.02,4.13,8.25,12.27,14.4,16.29
1,"	2.05	 ",-69.78,,,2.05,4.14,8.25,12.52,14.4,16.35
1,"	2.07	 ",-69.92,,,2.07,4.18,8.31,12.44,14.45,16.33
1,"	2.03	 ",-70.02,,,2.03,4.12,8.32,12.3,14.33,16.31
1,"	2.05	 ",-69.79,,,2.05,4.17,8.35,12.38,14.39,16.3
1,"	2.07	 ",-69.64,,,2.07,4.17,8.29,12.4,14.45,16.31
1,"	2.06	 ",-69.53,,,2.06,4.19,8.31,12.39,14.37,16.31
1,"	2.05	 ",-70.36,,,2.05,4.22,8.32,12.19,14.38,16.32
1,"	2.05	 ",-69.57,,,2.05,4.11,8.28,12.36,14.41,16.3
1,"	2.07	 ",-69.77,,,2.07,4.16,8.31,12.36,14.37,16.31
1,"	1.99	 ",-70.06,,,1.99,4.21,8.25,12.43,14.41,16.35
1,"	2.01	 ",-70.52,,,2.01,4.2,8.37,12.38,14.38,16.27
1,"	2.00	 ",-70.21,,,2,4.2,8.35,12.38,14.45,16.34
1,"	2.06	 ",-69.8,,,2.06,4.17,8.37,12.18,14.33,16.36
1,"	2.05	 ",-69.9,,,2.05,4.22,8.39,12.46,14.39,16.3
1,"	2.05	 ",-69.82,,,2.05,4.19,8.34,12.49,14.36,16.35
1,"	2.02	 ",-69.69,,,2.02,4.24,8.27,12.33,14.39,16.36
1,"	2.00	 ",-69.98,,,2,4.16,8.33,12.38,14.34,16.3
1,"	2.02	 ",-69.91,,,2.02,4.14,8.28,12.4,14.4,
1,"	2.03	 ",-69.94,,,2.03,4.23,8.36,12.45,14.44,
1,"	2.03	 ",-69.23,,,2.03,4.23,8.37,12.44,14.5,
1,"	2.05	 ",-69.81,,,2.05,4.13,8.31,12.27,14.46,
1,"	2.05	 ",-69.4,,,2.05,4.2,8.27,12.29,14.41,
1,"	2.01	 ",-69.56,,,2.01,4.16,8.35,12.4,14.4,
1,"	2.05	 ",-69.55,,,2.05,4.23,8.27,12.24,14.46,
1,"	2.08	 ",-69.77,,,2.08,4.15,8.32,12.38,14.42,
1,"	2.03	 ",-69.78,,,2.03,4.19,8.3,12.38,14.39,
1,"	2.04	 ",-69.86,,,2.04,4.18,8.27,12.4,14.31,
1,"	2.03	 ",-69.87,,,2.03,4.17,8.27,12.32,14.38,
1,"	2.05	 ",-69.91,,,2.05,4.19,8.36,12.29,14.39,
1,"	2.05	 ",-69.47,,,2.05,4.2,8.27,12.51,14.43,
1,"	2.01	 ",-69.69,,,2.01,4.23,8.23,12.31,14.43,
1,"	2.06	 ",-69.56,,,2.06,4.23,8.26,12.54,14.42,
1,"	2.04	 ",-69.71,,,2.04,4.18,8.27,12.34,14.47,
1,"	2.04	 ",-69.45,,,2.04,4.19,8.24,12.31,14.39,
1,"	2.06	 ",-69.34,,,2.06,4.14,8.29,12.28,14.35,
1,"	2.03	 ",-69.51,,,2.03,4.18,8.32,12.36,14.38,
1,"	2.03	 ",-69.57,,,2.03,4.19,8.3,12.41,14.37,
1,"	2.00	 ",-69.54,,,2,4.16,8.26,12.19,14.38,
1,"	2.05	 ",-69.4,,,2.05,4.17,8.28,12.25,14.39,
1,"	2.07	 ",-69.58,,,2.07,4.17,8.27,12.39,14.43,
1,"	2.05	 ",-69.53,,,2.05,4.17,8.3,12.31,14.37,
1,"	2.04	 ",-69.78,,,2.04,4.15,8.35,12.57,14.64,
1,"	2.03	 ",-69.67,,,2.03,4.23,8.3,12.43,14.35,
1,"	2.01	 ",-70.09,,,2.01,4.26,8.32,12.3,14.41,
1,"	2.09	 ",-70.26,,,2.09,4.21,8.31,12.48,14.42,
1,"	2.02	 ",-69.9,,,2.02,4.15,8.33,12.25,14.45,
1,"	1.99	 ",-69.46,,,1.99,4.3,8.33,12.39,14.36,
1,"	2.06	 ",-69.65,,,2.06,4.21,8.29,12.52,14.38,
1,"	2.03	 ",-69.87,,,2.03,4.23,8.31,12.37,14.36,
1,"	2.04	 ",-69.34,,,2.04,4.23,8.25,12.29,14.45,
1,"	2.05	 ",-69.82,,,2.05,4.14,8.34,12.33,14.47,
1,"	2.03	 ",-69.59,,,2.03,4.18,8.19,12.33,14.44,
1,"	2.07	 ",-69.62,,,2.07,4.22,8.26,12.27,14.42,
1,"	2.04	 ",-69.48,,,2.04,4.15,8.32,12.36,14.37,
1,"	2.00	 ",-69.53,,,2,4.14,8.26,12.29,14.4,
1,"	2.05	 ",-69.39,,,2.05,4.24,8.31,12.36,14.33,
1,"	2.02	 ",-69.73,,,2.02,4.17,8.31,12.48,14.37,
1,"	2.03	 ",-69.48,,,2.03,4.24,8.28,12.35,14.38,
1,"	2.03	 ",-69.78,,,2.03,4.15,8.26,12.32,14.39,
1,"	2.01	 ",-70.23,,,2.01,4.17,8.29,12.42,14.36,
1,"	2.05	 ",-69.6,,,2.05,4.14,8.3,12.33,14.44,
1,"	1.99	 ",-69.79,,,1.99,4.19,8.3,12.39,14.39,
1,"	1.97	 ",-69.83,,,1.97,4.13,8.27,12.44,14.35,
1,"	2.03	 ",-70.06,,,2.03,4.18,8.29,12.3,14.36,
1,"	2.04	 ",-69.41,,,2.04,4.25,8.43,12.4,14.4,
1,"	2.05	 ",-69.61,,,2.05,4.16,8.28,12.3,14.48,
1,"	2.04	 ",-69.68,,,2.04,4.16,8.27,12.32,14.38,
1,"	2.07	 ",-69.61,,,2.07,4.22,8.32,12.31,14.41,
1,"	2.11	 ",-69.5,,,2.11,4.17,8.33,12.38,14.36,
1,"	2.04	 ",-69.78,,,2.04,4.23,8.3,12.34,14.36,
1,"	2.05	 ",-69.75,,,2.05,4.21,8.25,12.25,14.39,
1,"	2.05	 ",-69.55,,,2.05,4.14,8.32,12.48,14.43,
1,"	1.98	 ",-69.55,,,1.98,4.24,8.3,12.28,14.39,
1,"	2.05	 ",-69.35,,,2.05,4.16,8.27,12.31,14.4,
1,"	2.05	 ",-69.41,,,2.05,4.18,8.35,12.37,14.41,
1,"	2.01	 ",-69.76,,,2.01,4.15,8.22,12.29,14.45,
1,"	2.00	 ",-69.47,,,2,4.18,8.3,12.34,14.46,
1,"	2.06	 ",-69.56,,,2.06,4.21,8.25,12.44,14.37,
1,"	2.06	 ",-69.57,,,2.06,4.22,8.37,12.4,14.39,
1,"	1.99	 ",-69.54,,,1.99,4.11,8.34,12.47,14.39,
1,"	2.01	 ",-70.25,,,2.01,4.15,8.31,12.27,14.41,
1,"	2.01	 ",-69.63,,,2.01,4.23,8.25,12.53,14.34,
1,"	2.05	 ",-69.77,,,2.05,4.18,8.34,12.36,14.35,
1,"	2.02	 ",-70.36,,,2.02,4.15,8.32,12.28,14.35,
1,"	2.04	 ",-69.86,,,2.04,4.12,8.29,12.33,14.41,
1,"	2.01	 ",-69.75,,,2.01,4.13,8.42,12.44,14.36,
1,"	2.06	 ",-69.63,,,2.06,4.17,8.35,12.46,14.37,
1,"	2.01	 ",-69.78,,,2.01,4.17,8.22,12.48,14.42,
1,"	1.98	 ",-69.87,,,1.98,4.13,8.24,12.27,14.46,
1,"	2.05	 ",-70.07,,,2.05,4.17,8.25,12.4,14.48,
1,"	2.02	 ",-70.12,,,2.02,4.24,8.3,12.34,14.44,
1,"	1.99	 ",-69.71,,,1.99,4.22,8.35,12.41,14.37,
1,"	2.06	 ",-70.2,,,2.06,4.18,8.33,12.43,14.36,
1,"	2.02	 ",-69.9,,,2.02,4.14,8.34,12.4,14.36,
1,"	2.01	 ",-69.91,,,2.01,4.15,8.3,12.37,14.44,
1,"	2.02	 ",-70.23,,,2.02,4.15,8.33,12.34,14.33,
1,"	2.01	 ",-69.79,,,2.01,4.2,8.25,12.37,14.43,
1,"	2.03	 ",-70.13,,,2.03,4.19,8.37,12.31,14.36,
1,"	2.04	 ",-69.7,,,2.04,4.15,8.33,12.29,14.32,
1,"	2.03	 ",-69.95,,,2.03,4.15,8.29,12.42,14.34,
1,"	1.99	 ",-69.54,,,1.99,4.16,8.33,12.33,14.35,
1,"	2.01	 ",-70.02,,,2.01,4.21,8.28,12.25,14.45,
1,"	2.03	 ",-69.82,,,2.03,4.19,8.26,12.41,14.45,
1,"	2.08	 ",-69.81,,,2.08,4.21,8.29,12.37,14.31,
1,"	2.05	 ",-70.39,,,2.05,4.23,8.33,12.34,14.39,
1,"	2.07	 ",-70.06,,,2.07,4.16,8.26,12.27,14.45,
1,"	2.06	 ",-69.97,,,2.06,4.23,8.4,12.26,14.38,
1,"	2.05	 ",-69.71,,,2.05,4.16,8.33,12.47,14.38,
1,"	2.04	 ",-70.39,,,2.04,4.18,8.36,12.6,14.46,
1,"	1.99	 ",-69.36,,,1.99,4.13,8.26,12.43,14.44,
1,"	2.02	 ",-69.63,,,2.02,4.21,8.28,12.35,14.33,
1,"	1.99	 ",-70.04,,,1.99,4.21,8.25,12.41,14.39,
1,"	2.03	 ",-69.94,,,2.03,4.18,8.29,12.41,14.4,
1,"	2.03	 ",-69.82,,,2.03,4.21,8.3,12.37,14.4,
1,"	2.04	 ",-70.01,,,2.04,4.19,8.29,12.37,14.37,
1,"	2.08	 ",-70.31,,,2.08,4.2,8.27,12.44,14.4,
1,"	2.05	 ",-69.68,,,2.05,4.23,8.29,12.22,14.44,
1,"	2.04	 ",-70.05,,,2.04,4.15,8.22,12.15,14.38,
1,"	1.99	 ",-70.14,,,1.99,4.24,8.23,12.4,14.4,
1,"	2.05	 ",-69.94,,,2.05,4.14,8.24,12.18,14.33,
1,"	1.97	 ",-70.13,,,1.97,4.21,8.37,12.34,14.36,
1,"	2.05	 ",-69.64,,,2.05,4.19,8.28,12.24,14.33,
1,"	2.03	 ",-69.78,,,2.03,4.18,8.3,12.41,14.31,
1,"	2.00	 ",-69.69,,,2,4.2,8.31,12.32,14.36,
1,"	2.03	 ",-69.7,,,2.03,4.24,8.29,12.25,14.41,
